פתרון,הגדרה,אורך,מחבר,מספר
שמשונהגיבור,"חזק המשרת שלו, והעגלון שלי טיפש  (5, 6)(מ)",11,דוד זהבי ואודי הרשקוביץ,125
שמשונהגיבור,"שופט הנשיא השלישי הוא משרת הפוך (5, 6)",11,אודי הרשקוביץ,209
שמשונהגיבור,"הוא שופט בשמיים, וזה שמסיע אותי טפש (5, 6)",11,אודי הרשקוביץ,374
שמשונויובב,"נוכלים מלאו תפקיד, יופי ועיר (5, 5)",10,דוד זהבי,133
שמשונויובב,"מאירה ויופי ועיר הם נוכלים (5, 5)",10,דוד זהבי,241
שמשפז,"מניח שבסוף מופז יהיה בט""ו בשבט (3, 2)",5,דוד זהבי,120
שמתא,חרם במרכז הארץ (4),4,דוד זהבי,214
שמתאר,"מעיר שיש בשר וגם מוסיף מידע (2, 3) (ח)",5,אודי הרשקוביץ,150
שמתואר,"הם כבר אינם בקרוב, זה חלק ממשפט (2, 4) (מ)",6,דוד זהבי,269
שנאאתהרבנות,"הוראה במסכת אבות שדווקא חילונים אדוקים מקיימים (3, 2, 6)",11,דוד זהבי,235
שנאה,מרגישים כך פעם אחת בשנה (4),4,דוד זהבי,184
שנאמר,ראה/י 8 מאוזן,5,אודי הרשקוביץ,456
שנאפס,משקה שנחזיר אותו להתחלה (5) (מ),5,אודי הרשקוביץ,440
שנאפס,משקה לזה שהיה נאמן כל הזמן (5) (מ),5,אודי הרשקוביץ,454
שנאתי,ממש לא נהניתי לנוח לבד (5),5,דוד זהבי,20
שנבוב,בעל חיים שאין בו כלום (5),5,אודי הרשקוביץ,423
שנגרילה,עשה מנגל אחד בשנה - ממש גן-עדן (7),7,אודי הרשקוביץ,542
שנדי,עצם מספיק משקה (4),4,דוד זהבי,139
שנה,חזר בזמן מסביב לשמש (3),3,אודי הרשקוביץ,436
שנה,ראה/י 2 מאונך,3,אודי הרשקוביץ,454
שנהאזרחית,"את, חזרי להתחיל בחורף (3, 6)",9,אודי הרשקוביץ,349
שנהב,איזה חומר יש באמצע הלימודים לתואר? (4),4,אודי הרשקוביץ,9
שנהטובה,"מה שאולי אומרים לאורתודנטים שלה בתור ברכה (3, 4)",7,אודי הרשקוביץ,595
שנהמעוברת,"רבע מתו כי יש עוד יום או חודש (3, 6)",9,אודי הרשקוביץ,566
שנו,"עם 25 מאוזן. זה שהפסיקו לזלזל – זה הישג (3, 4)",3,דוד זהבי,129
שנויבמחלוקת,"מקלחות? לא כולם מסכימים (4, 7)",11,אודי הרשקוביץ,226
שנויבמחלוקת,"החליפו את השמינית, ותרו על ידית, הוא בעייתי (4, 7)",11,דוד זהבי,369
שנויבמחלוקת,"קבל תחום לא מוסכם (4, 7) (עם אודי הרשקוביץ)",11,דוד זהבי,500
שנויקוסמטי,"בבסיס זה אותו הדבר ומסטיק (4, 6) (ח)",10,דוד זהבי,271
שנור,האיסוף הזה ממש נורא (4),4,דוד זהבי,12
שנורקל,המלכה בלעה מטבע? להיפך! זה מתחת למים (6),6,אודי הרשקוביץ,293
שנורקל,מלכה לא יוקרתית והוא רק צינור (6),6,דוד זהבי,429
שנוררנו,התרמנו וגם זמרנו מסביב לאש (7),7,אודי הרשקוביץ,432
שנותאור,"במרחק גדול הם החליפו הגדרה (4, 3)",7,דוד זהבי,514
שנותדור,"שניים, זה כל מה שנשאר בחוץ אחרי הרבה זמן (4, 3)",7,אודי הרשקוביץ,585
שנותדורודור,"אמרו שוב שתגורו בחוף? בינו... (4, 3, 4)",11,אודי הרשקוביץ,609
שני,צבע בית ביום (3),3,דוד זהבי,33
שני,ראה/י 2 מאונך,3,דוד זהבי,73
שני,"עם 16 מאונך. אלו שרחצו אותי לפני זה שחתך את הסרט הישן (3, 7)",3,אודי הרשקוביץ,538
שני,"עם 14 מאוזן. איזה שיר הוא מגיש ומעניש? (3, 7)",3,דוד זהבי,553
שני,כינור טבע מצד מקום בית (3),3,דוד זהבי,639
שני,שם קול בית (3),3,דוד זהבי,641
שניידר,עשרים רופא זה בית חולים אחד (6),6,אודי הרשקוביץ,160
שניימ,כשהזוג חוזר המשקה זז מבחוץ (5) (מ),5,דוד זהבי,198
שנינה,"נהנה מבדיחה מתוחכמת (5) (ע""פ גדעון אורון)",5,אודי הרשקוביץ,460
שנינו,"את ואני? נו, נו .. (5)",5,אודי הרשקוביץ,550
שניצלוינאי,"מאכל שלפי השף מוכן כבר ולא מוכן: עשר! (5, 5)",10,דוד זהבי,451
שניצלימ,מה שיוצר מקור אור כפול כמנה עיקרית (7),7,דוד זהבי,622
שניר,באיזה נחל אפשר למצוא רר? (4),4,אודי הרשקוביץ,232
שנישקל,"האיש נישק לה במחיר זול (3, 3)",6,דוד זהבי,439
שןמרונ,אסור לשמוח אחרי יהודה (6),6,אודי הרשקוביץ,79
שנת,"עם 2 מאונך. מה המרחק לעיר בתוך קיבוץ? (3, 3)",3,אודי הרשקוביץ,44
שנתות,פרי לאחר שנכשל בסימנים קטנים (5),5,אודי הרשקוביץ,511
שסתומ,עוצר עם סיום מחזור הדף היומי (5),5,אודי הרשקוביץ,517
שעהקלה,"למשך זמן קצר היא התלבטה מה לעשות עם זה שמת בפנים (3, 3)",6,אודי הרשקוביץ,632
שעונחול,"סומך על מקומות זרים לקציבת זמן (4, 3)",7,דוד זהבי,486
שעוניחול,"מודדים זמן עם חוש עליון (5, 3)",8,אודי הרשקוביץ,307
שעונמקולקל,"בשקל מקבלים כתשובה צליל שצודק לפעמים (4, 6)",10,דוד זהבי,338
שעותהערב,"הסכימו למשקה טעים מאוחר (4, 4)",8,דוד זהבי ואודי הרשקוביץ,575
שעותנוספות,"התחננו שיאפשרו להם לשבת בסלון בשביל להרוויח יותר (4, 6)",10,אודי הרשקוביץ,399
שעותנוספות,"מאמץ מיוחד חוזר, מבין? ויהפכו אותנו למוצר (4, 6)",10,דוד זהבי,447
שעותנוספות,"התחננו לקבל רהיטים בשביל משכורת גבוהה יותר (4, 6)",10,אודי הרשקוביץ,513
שעמומ,אין מה לעשות שקשה להבין אותו (5),5,דוד זהבי,490
שעממ,יהושע ממש לא עורר עניין (4),4,דוד זהבי,212
שער,אפרים יציג כניסה ויציאה (3),3,אודי הרשקוביץ,185
שער,"עם 7 מאונך. בירושלים פיצו מבחוץ לבן יהודה (3, 3)",3,דוד זהבי,196
שער,"עם 12 מאוזן. זה שקילל את הקול החזק שוב נמצא בירושלים (3, 6)",3,אודי הרשקוביץ,528
שעראפרימ,"בין הגולים שוב אפשר למצוא את שחר, הוא עוד ישוב! (3, 5)",8,אודי הרשקוביץ,223
שערהרחמימ,"הניחה עופות בירושלים (3, 6)",9,דוד זהבי,567
שערוכ,אומדן שאיננו מקורי (5),5,דוד זהבי,176
שערוריה,הניחו בקצה טבריה וזה ממש לא בסדר (7),7,דוד זהבי,565
שעריחולדה,"הן לא ערי קודש בשדה ליד 4 מאוזן (4, 5)",9,אודי הרשקוביץ,577
שעריפו,"כל הכבוד, ז'בוטינסקי בפנים בירושלים (3, 3) (ע""פ דוד זהבי)",6,אודי הרשקוביץ,252
שעריצדק,"המחאה בחוץ, היא בעד בית מלון או בית חולים (4, 3)",7,אודי הרשקוביץ,481
שעריציג,"רודן בעניין מאפשר המרה (3, 4)",7,דוד זהבי,635
שערציונ,"פושע רציונלי יש רק בירושלים (3, 4)",7,אודי הרשקוביץ,577
שערשכמ,"חשב שזו כתף בירושלים (3, 3)",6,דוד זהבי,402
שפה,אבן גבוהה טבעית (3),3,דוד זהבי,643
שפו,"רעה, ואחריה: כל הכבוד! (3)(ח)",3,דוד זהבי,94
שפויה,היא כל כך נורמלית שזה כבר מגעיל (5),5,אודי הרשקוביץ,536
שפוכה,הכשוף התיש אותה לגמרי (5),5,אודי הרשקוביץ,583
שפונדרה,יפה הבטיחה חתיכת בשר (7),7,אודי הרשקוביץ,105
שפונדרה,יפה הבטיחה חתיכת בשר (7),7,אודי הרשקוביץ,405
שפורהמצב,"כל הכבוד למנהיג אטי, בזכותו עכשיו יותר טוב (4, 4)",8,דוד זהבי,567
שפיגל,מפיק שחשף את הפה שלי (5),5,אודי הרשקוביץ,19
שפיונ,מרגל שהוא חייל קטן (5),5,דוד זהבי,110
שפיות,היכולת לבשל היא שמירה על ההגיון (5),5,דוד זהבי,580
שפילברג,בעולם הקולנוע אפשר למצוא שחיה בעיר (7),7,אודי הרשקוביץ,460
שפיצ,המכשף יצא חד באמצע (4),4,אודי הרשקוביץ,640
שפירו,ראה/י 25 מאונך,5,דוד זהבי,239
שפכטל,כלי עבודה שגרם לנוזל ללכת לאיבוד (5),5,דוד זהבי,500
שפכימ,כיף שם אבל מסריח (5),5,דוד זהבי,378
שפמנונ,ספרו שהחיה אכלה דג (6),6,אודי הרשקוביץ,195
שפננסיונות,"בשביל לבדוק הוא מבשל גמד עם ציפורים (3, 7)",10,דוד זהבי ואודי הרשקוביץ,75
שפע,שקע שנה קלף המון (3),3,אודי הרשקוביץ,595
שפעת,עוד טרם הזמן הוא מבשל משהו דומה לקורונה (4),4,אודי הרשקוביץ,358
שפעת,היה לך המון מהמחלה (4),4,אודי הרשקוביץ,393
שפר,גדעון חזר ללכלוך (3),3,דוד זהבי,78
שפרוט,אבן דג (5),5,אודי הרשקוביץ,123
שפרוט,דג שהפכו אותו למטבעות (5),5,אודי הרשקוביץ,252
שפריצ,הטבח הפך את הרוטב שיצא מהצינור (5),5,אודי הרשקוביץ,81
שפריצ,קוקטיל שבעל אדמות שותה (5),5,אודי הרשקוביץ,158
שפריצ,זה המשקה שאציל על הקיר (5),5,אודי הרשקוביץ,193
שפריצר,היה טוב מה שעשה בשביל לנקות (6),6,אודי הרשקוביץ,28
שפתגופ,"לפי התנועות, הסימן של הטבח פה (3, 3)",6,אודי הרשקוביץ,17
שפתהימ,ראה/י 2 מאונך,6,דוד זהבי,486
שפתהימ,"שמה על האש המון חוף (3, 3)",6,דוד זהבי,539
שפתהסימנימ,"השמנים אכלו מאפה וכרטיס שעושים עם האצבעות (3, 7)",10,אודי הרשקוביץ,195
שפתימ,באיזה כינוי תמשכי בפנים? (5),5,אודי הרשקוביץ,48
שקאגרופ,"אסף ללא צבע מבחוץ וחטף הרבה (2, 5)",7,דוד זהבי,159
שקדימרק,"מאכל של מפלצת שטורפת את אלו שמתנהגים בנימוס (4, 3)",7,אודי הרשקוביץ,460
שקדנ,הפרי שלהן לא מתעצל (4),4,דוד זהבי,527
שקדנימ,לא מתרומם בזמן רב והם משקיעים מאמץ (6),6,דוד זהבי,335
שקדנימ,לא מתעצלים בעבודה על פרי ישן (6),6,אודי הרשקוביץ,409
שקולכ,אתה תחליט שתשמיע אותו (5),5,דוד זהבי,66
שקחול,"אל תשאיר משהו בצד הדרך נגד כדורים (2, 3)",5,אודי הרשקוביץ,17
שקטנפשי,"תיק לכלך מתנה אז אין מה להלחץ (3, 4)",7,דוד זהבי,445
שקיחול,"אמצעי תשלום עתידי להגנה (3, 3)",6,אודי הרשקוביץ,101
שקילאוניל,"שחקן הוא נושא ללייק (4, 5) (ח)",9,דוד זהבי,86
שקיק,תיצמד לבהמה בשביל לשים שם דברים (4),4,אודי הרשקוביץ,72
שקלטונ,מגלה שהוא היה נורא שמן (6),6,אודי הרשקוביץ,199
שקלר,"מנכ""ל הרשות לשעבר מדד את הרב (ח) (4)",4,דוד זהבי,8
שקמ,החזיר את החנות למצבה הקודם (3),3,אודי הרשקוביץ,482
שקמה,עץ שלא יושבת (4),4,אודי הרשקוביץ,213
שקצ,שסוף של טנופת (3),3,אודי הרשקוביץ,26
שקקמח,"שמעתי שמבקשים מבנט לקצר על הגב (2, 3)",5,דוד זהבי,27
שקר,האמת היא שחם (3),3,דוד זהבי,118
שקרוכזב,"אריזה של עדינות נוזלית? ממש לא (3, 4)",7,דוד זהבי,418
שקשוק,רעש חזר ולכלכו אותו (5),5,דוד זהבי,271
שקשינה,"יצא לו קש, אפשר ללכת לישון (2, 4)",6,אודי הרשקוביץ,81
שר,"עם 22 מאונך. פרס למשל הוא בע""ח קטן שבו תחילת החופש (2, 4)",2,דוד זהבי,206
שראלפ,"מפקד בצבא מכניס את מפקד הצבא לטבח (2, 3)",5,דוד זהבי,376
שראפובה,"מה שעשו ליעלון, אולי, בתנור בחמש על המגרש (7)",7,אודי הרשקוביץ,28
שראפובה,הזמר מנסה להריח מקרוב את השחקנית (7) (מ),7,אודי הרשקוביץ,152
שרבוט,שוב עדיף אחד שאין לו? זה קשקוש! (5),5,דוד זהבי,551
שרבוטימ,זה שאחראי על תוכנות וקשקושים (7),7,אודי הרשקוביץ,587
שרבי,חם ומתנגן בתוכי (4),4,דוד זהבי,637
שרביט,מלמד בזה שעל המים קסמים אולי (5),5,דוד זהבי,64
שרביטקסמימ,"לדוגמא: שמחת בית השואבה לוהטת, יש כזה גם ל 5 מאונך (5, 5)",10,אודי הרשקוביץ,583
שרגאי,ארגיש כמו עיתונאי (5),5,אודי הרשקוביץ,11
שרדונה,השחקן הכי טוב החליף בשם וקבל יין (6),6,דוד זהבי,122
שרדונה,סוג ענבים שנשארו עד סוף העונה (6),6,דוד זהבי,196
שרדונה,היין שנמצא במשרדו נהדר (6),6,אודי הרשקוביץ,256
שרדונה,"הכבשה הייתה בגז? להיפך, דווקא שותים את זה (6)",6,אודי הרשקוביץ,552
שרהאמנו,"היא מהראשון, מבראשית (3, 4)",7,אודי הרשקוביץ,554
שרהדורונ,"היה לה תפקיד בממשלה? כן, וגם מתנה (3, 5)",8,דוד זהבי,522
שרהחוצ,"מצד אחד הוא בעל תפקיד בכיר, מצד שני צעק המסכן (2, 4)",6,אודי הרשקוביץ,201
שרהטבעות,"בספר יש עשרה ט' ות' (2, 6)",8,דוד זהבי,229
שרהלה,שרון ומה שהיא עושה לעצמה (5),5,אודי הרשקוביץ,595
שרהפנימ,"גלעד הבין וסער (2, 5)",7,דוד זהבי,53
שרוול,שוב לקחו כסף מזה שאין לו? זה סתם חתיכת בגד (5),5,אודי הרשקוביץ,268
שרויהבערפל,"בהכי מעט יש הכי הרבה? טמבל, פלא שהיא אבודה? (5, 5)",10,אודי הרשקוביץ,140
שרוכימ,איזה מיכשור צריך בשביל לנעול נעליים? (6),6,אודי הרשקוביץ,107
שרונגל,"רה""מ הדף מנחה (4, 2)",6,דוד זהבי,16
שרונדרוקר,"המאמן מתאר הופעה של שלמה ארצי למשל (4, 5)",9,דוד זהבי,155
שרונקנטור,"גולשת עם מזל מסביב לשחר הפילוסוף (4, 5)",9,אודי הרשקוביץ,587
שרותחדרימ,"חם מאוד אצל המגישים בבית המלון (4, 5)",9,אודי הרשקוביץ,413
שרותלאומי,"דתיות, למשל, מחזיקות תיק לזה שמחזק אותי (4, 5)",9,דוד זהבי,78
שרטוט,על הנייר אפשר לשמוע שעומדים לבשל הרבה מהפרי (5),5,דוד זהבי,422
שרטוט,מתווה שנשמע כמו תבשיל פירות (5),5,דוד זהבי,457
שרי,תטבלי בזה משהו ואז תשתי את זה (3),3,אודי הרשקוביץ,146
שריד,יוסי שלו (4),4,דוד זהבי,627
שרידימ,"אלדד אכל מספיק, זה מה שנשאר (6)",6,דוד זהבי,49
שרידימ,אלו שלא נחרבו מסתפקים במשקה חריף (6),6,אודי הרשקוביץ,379
שריונ,איזה חיל נמצא בפריימריז? (5),5,אודי הרשקוביץ,91
שריונית,זמר ואז לוי כדי להוביל כוחות בבטחה (7),7,דוד זהבי,643
שרימפ,מפרשי נמצא בים (5),5,אודי הרשקוביץ,17
שריפתחמצ,"לפני פסח אפשר לראות תלמיד חכם בין שני שוטרים (5, 3) (מ)",8,אודי הרשקוביץ,311
שריפתפסולת,"איש החוק בידיהם? בקיצור אין כלום, כך  נפטרים מזבל (5, 5)",10,אודי הרשקוביץ,274
שרירותי,"רז, בר, זה לא ממש משנה (7)",7,אודי הרשקוביץ,54
שרירותי,כך סתם רז נבון (7),7,אודי הרשקוביץ,381
שרירי,לזה שאחראי על הוראות הפתיחה באש יש הרבה כח (5),5,אודי הרשקוביץ,421
שרירימ,כדי שזה שיש לו תיק יעלה הוא צריך שהם יתנו לו כח (6),6,דוד זהבי,414
שרירימתפוסימ,"אחרי פעילות גופניית פוליטיקאי יגביה כלי נגינה וכרטיס (6, 6)",12,דוד זהבי,200
שרלוקהולמס,"דמות ספרותית ידועה שוב מסניפה את השרשרת? הס! (5, 5)",10,אודי הרשקוביץ,154
שרמוטה,קללה לבכיר שככל הנראה שיחדו אותו (6),6,אודי הרשקוביץ,530
שרמנטי,מקסים שיש טנק שאחריו משפחה של טנקים (6) (עם דוד זהבי),6,אודי הרשקוביץ,65
שרמנטי,טנק ומשפחה של טנקים? זה קוסם (6),6,דוד זהבי,276
שרמנטי,הוא מקסים רק למחט שנמצאת לפניו (6),6,אודי הרשקוביץ,297
שרעפימ,מחשבות של מי שאחראי בממשלה על המטוסים (6),6,אודי הרשקוביץ,215
שרפעינגדי,"איזה נחש השחית אבר של חיה? (3, 3, 3)",9,דוד זהבי,531
שרצבא,"מפקד מתריע מפני מנוול שמתקרב (2, 3)",5,דוד זהבי,476
שרש,"עם 12 מאוזן. הוסיף בתוכו חוליה בעזרת בטוי מתמטי (3, 5) (ח)",3,דוד זהבי,198
שרשראות,לקישוט יש סימן אחרי בעלי תפקידים (7),7,דוד זהבי,508
שרשרתהרימ,"בעל תפקיד בכיר ובעל תפקיד פשוט העלה את רוקי למשל (5, 4)",9,דוד זהבי,520
שרשרתפיקוד,"שרפתי שור דק באופן היררכי (5, 5)",10,דוד זהבי,55
שרשרתפיקוד,"איזה שר דפק שירות מטוראי ועד רב אלוף? (5, 5)",10,אודי הרשקוביץ,256
שרתונ,"במבט לאחור, מה שנשאר זה שאפשר לישון שם (5)",5,אודי הרשקוביץ,146
שרתימ,מנקים מחשבים (5),5,אודי הרשקוביץ,621
ששבש,"משחק שהפריע (2, 2)",4,דוד זהבי,580
ששי,קשת פעם בשבוע (3),3,דוד זהבי,51
ששי,ראה/י 2 מאונך,3,דוד זהבי,131
ששימושבע,"קשת נכנס לתפקיד, אבל באלו גבולות? (4, 4)(ח)",8,דוד זהבי,480
שתהיהבריא,"בן אדם עמד להיות בר מצווה עוד שנתיים, תרגיש טוב (5, 4)",9,דוד זהבי,451
שתו,אל תשכחו שחם שמי (3),3,דוד זהבי ואודי הרשקוביץ,25
שתול,מרגל באדמה (4),4,דוד זהבי,355
שתומעינ,"הם היו צמאים מאד כנראה, עד כמה שהוא יכול לראות (4, 3)",7,דוד זהבי,237
שתומעינ,"כיצד תשמעוני אם אני לא רואה טוב? (4, 3)",7,אודי הרשקוביץ,432
שתופיות,חיי קהילה אינטנסיביים עם בן אדם וקוסמות (7),7,דוד זהבי,643
שתי,פעמיים תחתי (3),3,אודי הרשקוביץ,587
שתיהחתונות,"לרקוד על הדמים והכסף (3, 7)",10,דוד זהבי,16
שתיוערב,"איך זה שערביות מסודרות לאורך ולרוחב? (3, 4)",7,אודי הרשקוביץ,413
שתיוערב,"חוטים שערביות אורגות (3, 4)",7,אודי הרשקוביץ,503
שתיטיפותמימ,"מזכיר מאד בן אדם: ינסה לשכנע וקל לשכנע אותו (3, 5, 3) (מ)",11,דוד זהבי,306
שתיימ,"לא אחת אמר לה ללגום שחור, למשל (מ) (5)",5,אודי הרשקוביץ,46
שתיינימ,שיכורים יכולים לראות כאן מטבע ועוד מטבע (עם שגיאה) (7),7,אודי הרשקוביץ,377
שתיממאונכ,"אני שם כמות, כי זה אני (4, 5)",9,אודי הרשקוביץ,530
שתקנימ,הם לא אומרים: תשיגי לך בשם (6),6,דוד זהבי,302
תא,לחץ קולי (2),2,אודי הרשקוביץ,236
תאב,מה שהוא רוצה זה את ההתחלה אחרי הסוף (3),3,דוד זהבי ואודי הרשקוביץ,125
תאבונ,שתי ערים שבגללן רוצים לאכול (5),5,דוד זהבי,508
תאביבצע,"תכנני באמצעות כלי עבודה, שוב הם רוצים עוד כסף (4, 3)",7,אודי הרשקוביץ,542
תאבעירה,"רוצה ישוב קטן במנוע (2, 5)",7,אודי הרשקוביץ,328
תאבריא,"גלעד בעיר, מנסים שלא יפגע בטיפולים (2, 4)",6,דוד זהבי,231
תאגיד,חדר של חוט יכול להיות שווה הרבה (5),5,דוד זהבי,447
תאגידימ,חברות שיש להן חדר עם רצועות בגוף (7),7,אודי הרשקוביץ,305
תאגידימ,ארגונים עם חדר לחוטים (7),7,דוד זהבי,547
תאדמאדומ,"בסוף הבל תאר, אל תזוז, יש בו חמצן (2, 2, 4)",8,דוד זהבי,312
תאהטייס,"מקום שמאפשר שליטה מבקש מעיר לעקם אישור לועזי (2, 5) (מ)",7,דוד זהבי,355
תאו,"שור חוזר, ומה איתך? (3)",3,דוד זהבי,66
תאודוסיוס,קיסר עם בעל חיים דתי יוסיף בלי סוף (9),9,אודי הרשקוביץ,307
תאוותנ,רוצה הרבה דברים ושתי חיות (6) (מ),6,דוד זהבי,229
תאוותנימ,חיה וחיות שרק רוצים לטרוף עוד ועוד (8),8,דוד זהבי ואודי הרשקוביץ,575
תאומ,אולי באחד מארבעה יש עוד אחד (4),4,דוד זהבי,412
תאומ,דומה לבעל חיים מספיק (4),4,אודי הרשקוביץ,442
תאומימ,הכנות ותכנונים לפני שנים (6),6,אודי הרשקוביץ,154
תאומימ,"מגדלים בעל חיים (3, 3)",6,דוד זהבי,212
תאומימ,מזל שהיא חיה (6),6,דוד זהבי,241
תאומימ,מזל שהיא חיה (6),6,דוד זהבי,384
תאומימזהימ,"טבעתי בנהר עם הרבה מים, ממש קשה להבחין (6, 4)",10,אודי הרשקוביץ,140
תאומימזהימ,"עודד לא יכול להסתוות כי קשה להבדיל ביניהם (6, 4)",10,דוד זהבי ואודי הרשקוביץ,475
תאומיסיאמ,"החדר שלו, הבחורה שלי ושרה למשל מחוברים מדי (5, 4)",9,דוד זהבי,173
תאונות,יש כח בפרי והן סכנה (6),6,דוד זהבי,351
תאונתעבודה,"בעל חיים מגעיל והסכמה רוסית שהבוס צריך לפצות על זה (5, 5)",10,אודי הרשקוביץ,215
תאונתעבודה,"מאפשרת תביעה ואולי בזוי בתודה (5, 5)",10,דוד זהבי,576
תאורטי,כך נראה הצומת במישור העקרוני (6),6,אודי הרשקוביץ,366
תאורטי,בד מקדימה ומאחור ושני שרוולים קצרים – זה הרעיון (6),6,דוד זהבי,488
תאורטית,כמו ח' הפוכה עם צ'ופצ'יק מימין על הנייר (7),7,דוד זהבי,612
תאוריה,"אולי זוהר במשקה, זו ההשקפה (6)",6,דוד זהבי,641
תאוריתהקשר,"לומד לשים עניבה? זה לא היה באמת (ח) (6, 4)",10,דוד זהבי ואודי הרשקוביץ,25
תאורנ,"הבהמה שרה, צריך אותו לצילומים (5)",5,דוד זהבי,161
תאורנימ,"הבן, הוא אכל את העץ שלי מעל הבמה (7)",7,כאודי הרשקוביץ,572
תאותבצע,"האם תחתוך בהמה בשביל כסף? (4, 3)",7,אודי הרשקוביץ,98
תאיימ,תגרום לפחד בגלל החדרים המערביים (5),5,דוד זהבי,465
תאימטרה,"שתי ערים וסוף ההפטרה שנקשרים אליהם (3, 4)",7,דוד זהבי,463
תאישמנ,"באיזשהו מקום באמצע תביא את אלה שאוגרים אנרגיה (3, 3) (ח)",6,דוד זהבי,365
תאכל,חדר רב תכליתי אם אתה רעב (4),4,דוד זהבי,631
תאלחצ,"קצין עם נשק שנמצא בשימוש גם בחיל הים (2, 3)",5,אודי הרשקוביץ,632
תאמו,הם באמת אמורים היו להיות ראויים? (4),4,דוד זהבי,506
תאמטענ,"היה מקביל למקצוע שריון בדרך כלל מאחורי הרכב (2, 4)",6,דוד זהבי,600
תאמפקד,"יש אבן צרה אחרי חלק מהטנק (2, 4)",6,דוד זהבי,224
תאמר,תדווח על חדר לא נעים (4),4,דוד זהבי,398
תאנה,איזה מין פניה לרבות וגם לך בחזרה? (4),4,אודי הרשקוביץ,209
תאנה,הרי הנך עולה מין (4),4,אודי הרשקוביץ,321
תאנה,הנאת המין (4),4,אודי הרשקוביץ,591
תאנה,איזה מין נסיכה טבלה במשקה? (4),4,דוד זהבי,639
תאצר,ראש הממשלה בצינוק? (4),4,אודי הרשקוביץ,95
תאצר,ראש הממשלה בצינוק (4) (מ),4,אודי הרשקוביץ,577
תארולכ,"קבלת פרטים אבל אתה זכאי להכשרה האקדמית שלו (4, 2)",6,דוד זהבי,590
תאריכ,באיזה יום תוסיף עוד? (5),5,אודי הרשקוביץ,101
תאריכ,מתי תוסיף? (5),5,דוד זהבי,135
תאריכ,תתן עוד זמן שיש לכל יום (5),5,אודי הרשקוביץ,482
תאריכ,"עם 3 מאונך. קוראים לי קבוצה וסגנון הלחנה, זה טוב עד אז (5, 5)",5,דוד זהבי,612
תאריכ,"עם 2 מאונך. דדליין חוזר, שיהיה לך בראש שרמטכ""ל בסוף (5, 3)",5,דוד זהבי,633
תאריכעברי,"תוסיף דברים לביוגרפיה שלי, זה י""ג בניסן (5, 4)",9,דוד זהבי,155
תאריכעברי,"ראיתי בערך שזה א' תשרי למשל (5, 4)",9,אודי הרשקוביץ,593
תארשלישי,"אולי ""אבא של דוד"" הוא דוקטור (3, 5) (ח)",8,דוד זהבי,596
תבאי,אתי נמצאת ביון (4) (מ),4,אודי הרשקוביץ,556
תבהלה,"מצד אחד רצית לעודד, מצד שני גרמת לפחד (5)",5,אודי הרשקוביץ,67
תבואהנה,"מה שצומח נקנה בחציו, תתקרב (4, 3)",7,דוד זהבי,292
תבואומחר,"בוחר אותם ומטרטרים אותם (5, 3)",8,דוד זהבי,340
תבואות,אתם תגיעו עוד לפני האחרונה בשדות (6),6,אודי הרשקוביץ,462
תבוסתנות,יש פרי בגן? להיפך! וזה מה שגורם להפסד (8),8,אודי הרשקוביץ,630
תבור,על מה הוא ותר בצפון? (4),4,אודי הרשקוביץ,491
תבחר,"מבין כולם, תיקח כתב חרטומים (4)",4,אודי הרשקוביץ,452
תביא,תן בתוכי בחדר (4),4,דוד זהבי,565
תבינאותה,"אותתה? תנסה לראות מה עובר עליה (4, 4)",8,דוד זהבי ואודי הרשקוביץ,525
תבל,עולם עולה לילדה (3),3,אודי הרשקוביץ,442
תבל,עולם שבעקבותיו אגם (3),3,דוד זהבי,469
תבל,כל העולם מקדים את אגם (3),3,דוד זהבי,498
תבל,"לאחרונה יש אמצע משמאל, מימין, בכל העולם (3)",3,אודי הרשקוביץ,517
תבל,העולם חסר טעם? תסדר את זה (3),3,אודי הרשקוביץ,536
תבל,עולם שהוסיף טעם (3),3,דוד זהבי,561
תבלול,האחרונה נמצאת במעין מכלאה בעין (5),5,אודי הרשקוביץ,166
תבלומלואה,"כל העולם במילה בשבילו, אבל הפוך  (3, 6) (עם דוד זהבי)",9,אודי הרשקוביץ,9
תבלומלואה,"תעצור בשבילו בקצה היציאה של העולם (3, 6)",9,אודי הרשקוביץ,421
תבלפ,כל העולם פה? תמציא כבר משהו (4),4,אודי הרשקוביץ,260
תבניות,במה אופה האחרונה שנכנסה לשכונה (6),6,אודי הרשקוביץ,109
תברא,תעשה משהו חדש ותהרוס אותו (4),4,אודי הרשקוביץ,315
תבשיל,שתיל שאפשר לאכול (5),5,דוד זהבי,290
תבשיל,שתיל שאפשר לאכול (5),5,דוד זהבי,451
תג,מחיר יחידה עובד (2),2,דוד זהבי,394
תגבורות,שליחת חיילים נוספים זה סימן לטמטום (7),7,אודי הרשקוביץ,415
תגובתכעס,"סוג כתב עת שקורה כשמרגיזים מישהו (5, 3)",8,דוד זהבי,200
תגובתנגד,"בסוף, גידי, תביא מזל, זו תוצאה של פעולה (5, 3)",8,דוד זהבי,243
תגלה,תמצא שהיא כבר מסומנת (4),4,אודי הרשקוביץ,343
תגמול,משכורת גת (5),5,דוד זהבי,616
