פתרון,הגדרה,אורך,מחבר,מספר
סלטביצימ,"יש מצב לטייס מבולבל – כתוספת, או סתם כמטבל (3, 5)",8,אודי הרשקוביץ,605
מאריקירי,"תואר שכולו כלום והבל - עם שימוש בנשק לקבל פרס נובל (4, 4) (מ)",8,אודי הרשקוביץ,605
לפריקונ,בלון שניתן לחלקו למרכיביו - הרי זהו שדון שובב (7),7,אודי הרשקוביץ,605
כינור,זהו טעם האש - שיכול להפיק ניגון מרגש (5),5,אודי הרשקוביץ,605
ברונו,"עם 22 מאונך. זמר אשר בקול שירתו - משדך בחור ונערתו (5, 4)",5,אודי הרשקוביץ,605
מארס,ראה/י 19 מאונך,4,אודי הרשקוביץ,605
ראי,באמצע ספר איוב - יש כלי שעוזר להראות טוב (3),3,אודי הרשקוביץ,605
לאבביתספרנו,"אמרנו: ""1, 2, 3"" בחצר - חפשו במקום אחר (2, 4, 5)",11,אודי הרשקוביץ,605
נואל,אינו מאמין באופן בילינגואלי - אך למעשה רק טיפש אווילי (4),4,אודי הרשקוביץ,605
מוסורגסקי,מלחין תמונות בתערוכה - עם קינוח ספורט ובתווך עיר כרוכה (9),9,אודי הרשקוביץ,605
קולמוס,לשמע מנה אחרונה חביבה - לא נועד למאכל אלא לכתיבה (6),6,אודי הרשקוביץ,605
תרדמה,"מתבקש לזוז מעט למטה - וזה מה שעושים שם, במטה (5)",5,אודי הרשקוביץ,605
ידיעות,צורת אברי שינה כאטריות - עבור חופן חדשות טריות (6),6,אודי הרשקוביץ,605
מרקסיסט,מרק עוף זה טוב ללא קץ - למי שפוליטית ממש הפוך מנץ (7),7,אודי הרשקוביץ,605
לתתשרות,"להכנת בירה נושאות קולן ברון - כתפקידן של דיילות האווירון (3, 4)",7,אודי הרשקוביץ,605
פנוטיפ,קבלו מושג ביולוגי עלום - לאחר שתסלקו את זה התשלום (6),6,אודי הרשקוביץ,605
בנמלכ,"אם אלה הם חמותך וחמיך - כנראה שמצאת לך נסיך (2, 3)",5,אודי הרשקוביץ,605
קטנמדי,"השופט נשק טוב בפנים - אך גדלתי ולי אינו מתאים (3, 3)",6,אודי הרשקוביץ,605
ציקלוטרונ,מאיץ באוניות שבחבורה - לקבל פנימה את השירה (9),9,אודי הרשקוביץ,605
רובר,חברה שייצרה מכוניות ואופניים - יותר ממאה אך פחות ממאתיים (4),4,אודי הרשקוביץ,605
סימונבוליבר,"סימלי ברון בהגדרה הפוכה - לקבלת אחד ממנהיגי המהפכה (5, 6)",11,אודי הרשקוביץ,605
שלומפרימ,ברכה לבעלי חיים שאינם מסודרים (8),8,דוד זהבי,606
תנחמ,תביא קרוב כדי שלא יהיו עצובים (4),4,דוד זהבי,606
ביסליבצל,"חטיף חוזר לחיה ולחוט (5, 3)",8,דוד זהבי,606
טינקרבל,נקצר מרחק ברקטה או דמות בדיונית (7),7,דוד זהבי,606
וחבלה,ראה/י 1 מאונך,5,דוד זהבי,606
שבט,אחד מ-12 פעמיים (3),3,דוד זהבי,606
מיקוש,"עם 3 מאונך. שיקום החובל בהנדסה קרבית (5, 5)",5,דוד זהבי,606
שימושימ,"הנח פעמיים, אלה הדברים שאפשר לעשות (7) (מ)",7,דוד זהבי,606
יובלסמו,"לסיומו של שחקן (4, 3)",7,דוד זהבי,606
ירביצמכה,"יצבור הון במהירות וישתמש באלימות (5, 3)",8,דוד זהבי,606
רבקהמרימ,"משוררת שוב מנסה לגלות את זהות זה ששקר לבור (4, 4)",8,דוד זהבי,606
בנכספית,"עיתונאי שאביו יסוד (2, 5)",7,דוד זהבי,606
דורגה,קבעו את מקומה של הנכדה החמישית (5),5,דוד זהבי,606
מסתיע,אני שוקל 70 ונעזר (5) (ח),5,דוד זהבי,606
מרצע,יצא משק ואחר כך נשקף (4),4,דוד זהבי,606
פרו,מדינה שקיימו בה חצי מצווה (3),3,דוד זהבי,606
מחשבותטובות,"שכל שבאמצעותו תגרמו לרוצח לסטות לפי השיר (6, 5)",11,דוד זהבי,606
נבהל,"הנ""ל לא רגוע (4)",4,דוד זהבי,606
קרטיבאננס,"לאיפה ברח חלק קטן משמינית קר, מתוק ולבן? (5, 4)",9,דוד זהבי,606
לחמשומ,"נתן נשק במוט שמשמש לפעמים כפיצוי לאיחור (3, 3)",6,דוד זהבי,606
שמירה,מגדל כלב אישית (5),5,דוד זהבי,606
ברברימ,נכדים לא תרבותיים (6),6,דוד זהבי,606
רוברגיל,"גיל, למשל, קבל יותר קולות בעד מנגד (3, 4) (מ)",7,דוד זהבי,606
בלימשימ,"שי בטעות (3, 4)",7,דוד זהבי,606
סביבונ,חמישים מקיפים צעצוע (6),6,דוד זהבי,606
מתמיד,לא גסס הרבה ולא מפסיק (5),5,דוד זהבי,606
מתומרצ,שוטר בלע מושב ומנסים לשכנע אותו (6),6,דוד זהבי,606
משפחתספיר,"ערוץ יוטיוב לילדים שפרסם פתיח (5, 4)",9,דוד זהבי,606
יריצ,יגרום שיתמודד השליח שלי בחזרה (4),4,דוד זהבי,606
עשהאתהעבודה,"יצר את המפלגה והשאיר רושם (3, 2, 6)",11,דוד זהבי,606
הרקליטוס,היווני שואל אם הוא היחידי עם העוף (8),8,אודי הרשקוביץ,607
תחזר,"לאחרונה הוא שב, והיא תנסה להתחיל איתו (4)",4,אודי הרשקוביץ,607
בארותיימ,ברודו נכנסה בהם מגיעים למושב (8),8,אודי הרשקוביץ,607
רקוויאמ,חודש ג'וני? במבט לאחור זו יצירה (7) (מ),7,אודי הרשקוביץ,607
הסתכל,ראה שקט חוזר לקבוצה (5),5,אודי הרשקוביץ,607
יעז,טסו לפני? הוא לא יפחד (3),3,אודי הרשקוביץ,607
חיגאב,בגד משוויץ שהוא צריך להחזיר בחוץ (5) (מ),5,אודי הרשקוביץ,607
מאורכהנ,"הסכמה בכלל לא קצרה של שחקן וזמר (4, 3)",7,אודי הרשקוביץ,607
תזאורוס,מילים שהן דומות לקיצור של מסמך שהוא כמו נר שכבה (7),7,אודי הרשקוביץ,607
יערבנשמנ,"מה שהיה בכד יבלבל אותן במרכז (3, 2, 3)",8,אודי הרשקוביץ,607
חשמונאימ,הכוהנים שוב דנים בזהותם העצמית כשהוא שפך את השמן? (8),8,אודי הרשקוביץ,607
נחשבריח,"בעל חיים שאפשר להגיד שהוא שוב חיל (3, 4)",7,אודי הרשקוביץ,607
קלממש,"המקום בו הוא חתך עולה אפס מאמץ (2, 3)",5,אודי הרשקוביץ,607
ציריכ,באיזו עיר נמצאים השליחים שלך? (5),5,אודי הרשקוביץ,607
יעקב,שברי עולה אב (4),4,אודי הרשקוביץ,607
ערג,כמה הוא החסיר מלמטה? (3),3,אודי הרשקוביץ,607
חטיבהמרחבית,"איכות הטעם שמונה בכלי אחסון בצבא (5, 6)",11,אודי הרשקוביץ,607
חטמר,"בקיצור, 1 מאוזן בחר בניצחון הפוך (4)",4,אודי הרשקוביץ,607
גוזרתחוגר,"היא משתחררת אל אבר קורס בפנים (5, 4)",9,אודי הרשקוביץ,607
וסרמיל,מה שהיה פעם בבאר שבע לרוסים (6),6,אודי הרשקוביץ,607
ביתאל,"הישוב טוען שהקצין נמצא בתוכו (3, 2)",5,אודי הרשקוביץ,607
איידהו,אזרוק אותו מהמדינה (6) (מ),6,אודי הרשקוביץ,607
חגאורימ,"בחורים משוויץ בחנוכה? (2, 5)",7,אודי הרשקוביץ,607
נמסבכוס,"המרק גורם לו לבלאגן בחוץ? זה נס! (3, 4)",7,אודי הרשקוביץ,607
רבבריח,"כתם חוש דלת (2, 4)",6,אודי הרשקוביץ,607
צינוק,אין בסוף סלע מסביב לחדרון (5),5,אודי הרשקוביץ,607
ניסיונ,התמודדות כנגד יופייה של המדינה (6) (מ),6,אודי הרשקוביץ,607
שחרורנעימ,"בוקר ועוד בוקר קובעים בסוף את סוף השרות (5, 4)",9,אודי הרשקוביץ,607
יבוק,"מצד אחד כינוי של 22 מאונך, ומהעבר השני הנחל שהוא עבר (4)",4,אודי הרשקוביץ,607
באנוחשכלגרש,"בראשונה הדוקטור מיהר כמו אל סימן יחיד בשיר (4, 3, 4) (ח)",11,אודי הרשקוביץ,607
עלונמידע,"פרוספקט עמד לעיון (4, 4)",8,דוד זהבי,608
נאמנ,אפשר לסמוך על שר לשעבר ועוד אחד (4),4,דוד זהבי,608
סנשופנשה,"נושא כלים שלא גבה כלום ובאמצע מלחין (4, 4)",8,דוד זהבי,608
מתנדפימ,חלוקה של ניירות נעלמים (7),7,דוד זהבי,608
ספרימ,ראה/י 1 מאונך,5,דוד זהבי,608
מקפ,מחבר ומחזיר מסלול השקעה ישן (3),3,דוד זהבי,608
הוצאת,"עם 3 מאונך. מטרת שומר הרפת היא כתר למשל (5, 5)",5,דוד זהבי,608
טקסטורה,מלל ותו שאפשר למשש (7),7,דוד זהבי,608
רפטטיבי,"גרם לח""כ להיות מרוט שוב ושוב (7)",7,דוד זהבי,608
ידועניות,אבר ומחסור שמכירים אותן (8),8,דוד זהבי,608
מגרשביתי,"נצח את סלח שבלע מניין, כי שם קל יותר לנצח (4, 4)",8,דוד זהבי,608
לנירביצ,"קומיקאי ישן ויכה (3, 4)",7,דוד זהבי,608
הבנתמ,קלטתם שהוא אחד מהארבעה (5),5,דוד זהבי,608
הואיל,בגלל שהסכים (5),5,דוד זהבי,608
נהלל,מושב שנדבר בשבחו (4),4,דוד זהבי,608
בטנ,"באמצע הגוף, בין גיס לבין אח""מ (3)",3,דוד זהבי,608
הומרסימפסונ,"החליפו כרטיס אישור קטן בדמות מצוירת (4, 7)",11,דוד זהבי,608
אזמל,מה עשה המוהל ביום השמיני ואולי בעזרת מה? (4),4,דוד זהבי,608
ציפורהנפש,"תו היה בחופש אחרי שחיכו לדבר הכי משמעותי (5, 4) (מ)",9,דוד זהבי,608
וונטונ,טעם טוב החליף בלו וקבל מרק (6),6,דוד זהבי,608
תזרימ,תפזרי מספיק תנועות כספיות (5),5,דוד זהבי,608
יתנוסס,"יביאו אפס כפול, וזה מה שיעשה הדגל (6)",6,דוד זהבי,608
מפטפטימ,מדברים הרבה על שויון כפול במים (7),7,דוד זהבי,608
להתנועע,תביאו אליה יכולת לראות ולא להשאר במקום (7),7,דוד זהבי,608
יהלומנ,בעל מקצוע שיתן 50 מכות (6),6,דוד זהבי,608
הרהרה,חשבה וחזרה וחשבה (5),5,דוד זהבי,608
בלינקנ,שר החוץ האמריקאי ק' (6),6,דוד זהבי,608
יובלאלבשנ,"פרופסור למשפטים שיקחו אותו לאזור הגולן (4, 5)",9,דוד זהבי,608
תלול,"בשבילו יש בחוץ ערימה, קשה לטפס (4)",4,דוד זהבי,608
להתפצללשנימ,"בשבילה כלי נגינה היה המון זמן מתחת למים, כדי להתחלק (6, 5)",11,דוד זהבי,608
יורמיולל,"פסיכולוג שהוא מנהל שניכר שעבד בידיים חשופות (4, 4)",8,אודי הרשקוביץ,609
לובי,יובל גם בכנסת (4),4,אודי הרשקוביץ,609
לוקחתזמנ,"זקן? תחלום שאתה לא ממהר לפי השיר (4, 4)",8,אודי הרשקוביץ,609
ברטיפול,"יובל טרף? אפשר לרפא את זה! (2, 5)",7,אודי הרשקוביץ,609
הוביל,היובל היה מקדימה (5),5,אודי הרשקוביץ,609
בלו,מס יובל וחמישים (3),3,אודי הרשקוביץ,609
סמו,"יש עליו מח גדול, אז לא עובדים בו (3, 2)",3,אודי הרשקוביץ,609
שללאויב,"יובל שלא לוקחים במלחמה (3, 4)",7,אודי הרשקוביץ,609
יובלסמו,"הקומיקאי זלל ביום שלו (4, 3)",7,אודי הרשקוביץ,609
גבורתינו,"בין שני צידי הנהר שלנו, הוא למד על העוצמה שלנו (8) (מ)",8,אודי הרשקוביץ,609
יובלדיינ,"שרה, זה לא יום אנגלי ביון (4, 4)",8,אודי הרשקוביץ,609
חוללמרד,"המכרסם אכל לאדון, אז הוא הצית את ההתנגדות (4, 3)",7,אודי הרשקוביץ,609
בוילר,ר' יובל דואג שיהיה נעים להתרחץ (5),5,אודי הרשקוביץ,609
לאודר,רון רב רופא (5),5,אודי הרשקוביץ,609
חזלש,"זוכר מה שבא אחר-כך, כי האירוע הסתיים (4)",4,אודי הרשקוביץ,609
דוד,מיכל ובעלה (3),3,אודי הרשקוביץ,609
סודוקו,"שחקן עם שם במה בלוי (4, 7)",6,אודי הרשקוביץ,609
ונטו,זה באיטליה וזה בלבד (4),4,אודי הרשקוביץ,609
מלונבוטיק,"יובל מוקטן לנופש (4, 5)",9,אודי הרשקוביץ,609
חמישימ,בקרוב הוא שוב יניח את 25 מאוזן (6),6,אודי הרשקוביץ,609
גניטל,"המושב השלישי כבר הועבר מכאן (3, 2)",5,אודי הרשקוביץ,609
ויזנטל,שמעון הסופר אלי עם נשק בפנים (6),6,אודי הרשקוביץ,609
יובלסגל,"יקחו את הצוות לשחקן (4, 3)",7,אודי הרשקוביץ,609
חנניובל,"מטפלת ביורד ים או זמר? (3, 4)",7,אודי הרשקוביץ,609
ליבוב,הכנת מאכל חגיגי ביובל (5),5,אודי הרשקוביץ,609
דלוחות,גידלו חות'יות מגעילות (6),6,אודי הרשקוביץ,609
יומהולדתי,"פילוסוף מאמין מסביב לחדר? זו החגיגה שלי! (3, 6)",9,אודי הרשקוביץ,609
יובל,בנאי נאמן (4),4,אודי הרשקוביץ,609
שנותדורודור,"אמרו שוב שתגורו בחוף? בינו... (4, 3, 4)",11,אודי הרשקוביץ,609
יהל,אל לקיבוץ (3),3,דוד זהבי,61
והולכ,ראה/י 25 מאוזן,5,דוד זהבי,61
אליפטי,"מסתובב באי איזה וירוס, אבל באיזה מסלול? (6)",6,דוד זהבי,61
הסלעהאדומ,"סתום פה, הא? שתוק! זה היה מסוכן! (4, 5)",9,דוד זהבי,61
ישלהמכימיה,"רכשו מקצוע ומסתדרים היטב (2, 3, 5)",10,דוד זהבי,61
רוו,הספיק להם ברווז (3),3,דוד זהבי,61
כיתתכוננות,"בגלל חדר העמידו בסוף כמה חיילים (4, 6) (מ)",10,דוד זהבי,61
רשימתשמירה,"תניח בסוף את יצחק בתו בצבא (5, 5)",10,דוד זהבי,61
שמואלהספרי,"כותב בשמי, ולא הדבר שכותבים (5, 5)",10,דוד זהבי,61
מרטינלותר,"אם חפש אדון בוץ את הכומר (5, 4)",9,דוד זהבי,61
יומכיפ,"בילוי ארוך חוזר: כפול דומה לעשר (3, 3)",6,דוד זהבי,61
למלמל,לא להיות ברור משום כיוון (5),5,דוד זהבי,61
חוש,"אחד מחמישה, חלילה, לפני הסוף (3)",3,דוד זהבי,61
ישנ,מה ההבדל בין יין לשכן? (3),3,דוד זהבי,61
אזוטריה,"היא בלעה לוקש? להיפך, זה לא חשוב (7)",7,דוד זהבי,61
גרניקה,הציור על קיר הגן (6),6,דוד זהבי,61
יבושמלכ,"לא אכפת לי ממך, אולי דוד יסמיק (5, 2)",7,דוד זהבי,61
רומל,הפסיד במדבר ומחזיר קוף (4),4,דוד זהבי,61
הרעיפ,"נתן הרבה, אולי הבית צריך לנוח (5)",5,דוד זהבי,61
כשרות,יש להם תעודה על כך ששרו בציבור (5),5,דוד זהבי,61
משכככאבימ,"מרגיע כמו שלוש פעמים במה שאפשר לנצל (4, 5)",9,דוד זהבי,61
רבותיכ,קהל נכבד כמו אלו שלמדו אותך (6),6,דוד זהבי,61
שלומלו,"סופר ישראלי וגם צרפתי חש בטוב (4, 2)",6,דוד זהבי,61
מיקיאלבינ,"קפץ מהחלון שוב, המייסד לא יהיה ביטוי (4, 5)",9,דוד זהבי,61
יובהל,יעשו לו בה ויביאו אותו(5),5,דוד זהבי,61
מילוס,למי אין כלום באי יווני? (5),5,דוד זהבי,61
פוחת,"עם 6 מאונך. הדב פוחד, והחדר כמו מתמעט (4, 5)",4,דוד זהבי,61
היימליכ,שלום לוי כמו תפיסה (7),7,דוד זהבי,61
רפירשפ,"העיתונאי מחזיר שומר חוק בשור (3, 3)",6,דוד זהבי,61
בניחלופ,"לא זז, ולא באמת, והם יעברו (3, 4)",7,דוד זהבי,61
אנטילופה,בעל חיים שמתנגד ללולאה שלה (8),8,דוד זהבי,610
מגונ,הרבה סוגים של שמירה (4) (ח),4,דוד זהבי,610
להקתהנחל,"שוב מנגינה נאספת במוסד תרבותי ישראלי (4, 4)",8,דוד זהבי,610
הרצלאמר,"יחידה עם טעם טוב במשחק (4, 3)",7,דוד זהבי,610
אליהו,ראה/י 1 מאונך,5,דוד זהבי,610
רהט,שוב נקה ישוב (3),3,דוד זהבי,610
שמואל,"עם 3 מאונך. מי הרב שמולי? לא הוא! (5, 5)",5,דוד זהבי,610
הלכשולל,"תבלין כמו אחד שלא מסכים ורימו אותו (3, 4)",7,דוד זהבי,610
ידמרדכי,"מצבה של מרי בגלל קיבוץ (2, 5)",7,דוד זהבי,610
ורדהגליל,"שוב את מה שבא אחרי היום השלישי הם כבדו בשוקולד (3, 5)",8,דוד זהבי,610
ימתיקסוד,"באיזו שעה קדוש מתחיל בבסיס ולא יגלה לכל אחד? (5, 3)",8,דוד זהבי,610
מנצוריה,אבן כלולה בנייר ערך בסין (7),7,דוד זהבי,610
חורקת,משמיעה רעש במקום בו אפשר להכניס רצועה לנשק מאחור (5),5,דוד זהבי,610
קשהלו,"מזומן שלום צריך להתאמץ (3, 2)",5,דוד זהבי,610
מביא,מוסר ציון נמוך בשביעית (4),4,דוד זהבי,610
מחט,קצין בכיר שיש לו חוד (3),3,דוד זהבי,610
שברואתהכלימ,"אלה שנגמרים הודו בהאשמות ולא משחקים (4, 2, 5)",11,דוד זהבי,610
גאונ,ליורם יש דילמה בין חצי גג ליובל (4),4,דוד זהבי,610
ויטמינציק,נצחון בציון גבוה – 10! נפריע למשקה (9),9,דוד זהבי,610
תענהלי,"תגרום למטבע סבל ואל תשאיר אותי בלי תשובה (4, 2)",6,דוד זהבי,610
לדינו,לשיר מהסדר יש שפה אחרת (5),5,דוד זהבי,610
מגנברכ,"נאחל לקוסם שיהיה ציוד בטיחות (3, 3)",6,דוד זהבי,610
יומשחור,"מנהל שמרחו בו שמן זה זמן גרוע (3, 4)",7,דוד זהבי,610
מלהטובה,"חתך את כלי הנגינה עם פרגון (3, 4)",7,דוד זהבי,610
דובדבנ,ענף כפול זכר פרי (6),6,דוד זהבי,610
קילוח,זרם של חילוק משונה (5),5,דוד זהבי,610
קרימזג,"מה יקרה למשקה המרענן? הם לא מתרגשים (3, 3)",6,דוד זהבי,610
לאראהממטר,"זלזל בהכל וחווה בצורת (2, 3, 4)",9,דוד זהבי,610
ורדי,הפרח שלי מלחין או מנצח? (4),4,דוד זהבי,610
אשליהאופטית,"יש בעיתון בחירה בין איבר לתיקו שלי? זה רק נראה כך (5, 6)",11,דוד זהבי,610
צרליוחצי,"יציץ לחור בסרט? (4, 4)",8,אודי הרשקוביץ,611
רחוק,"חוקר, אבל בכלל לא באזור (4)",4,אודי הרשקוביץ,611
וגרזאבעמ,"עם 24 מאונך. זה שעוזר גם בכאב באחרית הימים (3, 3, 2, 3)",8,אודי הרשקוביץ,611
סטיריקנ,"זה השימוש בנשק המאה, בנשק שמצחיק (7)",7,אודי הרשקוביץ,611
הריגה,החיסול עולה אל מעבר למקום אחר (5),5,אודי הרשקוביץ,611
יומ,"עבודה, אבל כיף (3)",3,אודי הרשקוביץ,611
חסמבה,חבורה שבאמצעותה הוא לא נתן לעבור (5),5,אודי הרשקוביץ,611
פיהוקימ,"יכול לדבר, ומה שהוא מוציא משם לפני השינה (7)",7,אודי הרשקוביץ,611
קוהרנטי,קרטוניה עושה שכל (7),7,אודי הרשקוביץ,611
יצחקשמיר,"מנהיג חצי חוזר עם בד (4, 4)",8,אודי הרשקוביץ,611
סאלחשבתי,"היה נדמה לי שזו הדרגה במחזה (4, 4) (מ)",8,אודי הרשקוביץ,611
אמגושימ,ילדיה חתיכות מכשפים (7),7,אודי הרשקוביץ,611
כמותכ,"לא שונה ממך, ומכל מה שיש לך, ומהאופן בו תסיים את חייך (5)",5,אודי הרשקוביץ,611
אתערב,לא אעמוד מנגד אם תתקע סכין בקרוב משפחה (5),5,אודי הרשקוביץ,611
לוחש,לא צועק באמצע גילוח שני (4),4,אודי הרשקוביץ,611
כבש,ראה/י 5 מאונך,3,אודי הרשקוביץ,611
חגיגהבסנוקר,"בפנים יש מיליארד? דני בודק בקולנוע (5, 6)",11,אודי הרשקוביץ,611
חוטר,"בחור טוב, שייך למשפחה (4)",4,אודי הרשקוביץ,611
מסמרישיער,"התשלום קורה, יש שם הרבה עצים מפחידים (5, 4) (מ)",9,אודי הרשקוביץ,611
זוקפני,חיזוק פנימי מרים אותי (6),6,אודי הרשקוביץ,611
הבקעה,הפריצה התרחשה במזרח (5),5,אודי הרשקוביץ,611
קובלנה,תלונה: זו לקונה! (5),6,אודי הרשקוביץ,611
סנהדרינ,ממש כיף במדינה עם בית משפט עתיק (7),7,אודי הרשקוביץ,611
אמריקני,"אני מוציא את הכל בפנים, כמו טראמפ, למשל (7)",7,אודי הרשקוביץ,611
נספחימ,מצאנו שמונה בין ההרוגים שהצטרפו (6),6,אודי הרשקוביץ,611
אלמנכ,"השנתון של הקצין שנמצא בסוף התנ""ך (5)",5,אודי הרשקוביץ,611
שבילאש,"ביער שוב בקש חרב (4, 2) (עם דוד זהבי)",6,אודי הרשקוביץ,611
מושבעלכנו,"נשואה לבן ארי? יאללה, מחזירים אותו! (4, 2, 3)",9,אודי הרשקוביץ,611
תפוח,תופס שוב את הפרי (4),4,אודי הרשקוביץ,611
שירימכבקשתכ,"מה שאת רוצה לשמוע, שהוא יעלה כמו החיצים שלך (5, 6)",11,אודי הרשקוביץ,611
אינמחילה,"הכל על פני השטח וזה בלתי נסלח (3, 5)",8,דוד זהבי,612
נחמה,"יופי, מצא חצי בנות! (4)",4,דוד זהבי,612
קרוברחוק,"סדרה עם סתירה (4, 4)",8,דוד זהבי,612
תאורטית,כמו ח' הפוכה עם צ'ופצ'יק מימין על הנייר (7),7,דוד זהבי,612
תפוגה,ראה/י 1 מאונך,5,דוד זהבי,612
יבש,ניקוי חצי בצל (3),3,דוד זהבי,612
תאריכ,"עם 3 מאונך. קוראים לי קבוצה וסגנון הלחנה, זה טוב עד אז (5, 5)",5,דוד זהבי,612
קלוחומר,"זרם וטיפה והוכחה לוגית (2, 5) (מ)",7,דוד זהבי,612
ירונדקל,"לפי העיתונאי, העץ ישיר (4, 3)",7,דוד זהבי,612
מאמינהלכ,"""מותק, נסתובב!"" האם כך הגיבה לזו שספרה שנפגעה? (6, 2)",8,דוד זהבי,612
מבולבלימ,בגלל דיוק הם משופשפים ולא יודעים מה לחשוב? גם אנחנו (8),8,דוד זהבי,612
טורטרנו,הזיזו אותנו שוב ושוב ונשמע שחפשנו עמודה (7),7,דוד זהבי,612
שימוע,עושים דיון מקדים (5) (מ),5,דוד זהבי,612
מגנטו,משכו אליהם רשע מצוייר (5),5,דוד זהבי,612
יורמ,"עם 25 מאוזן. אלוף מנהל תו חדש (4, 4)",4,דוד זהבי,612
רצו,היתה להם שאיפה שבגללה התקדמו מהר (3),3,דוד זהבי,612
תפילתותיקינ,"בזריחה, אל תשאיר את הפרי שלי במקום, רוצח! (5, 6) (מ)",11,דוד זהבי,612
חלבי,קורה בתוכי משהו חיוור (4),4,דוד זהבי,612
ראשוורובו,"דמיינו יותר מחצי, בראו בכל המרץ שלו (4, 5) (מ)",9,דוד זהבי,612
בוהקימ,העמיד בתוכו נוצצים (6),6,דוד זהבי,612
כניסה,אישור דו לשוני לפני חמש בפתח (5),5,דוד זהבי,612
יתחשבו,עלה בראש שלהם סוף התבנית אז הם יפגינו נדיבות (6),6,דוד זהבי,612
מדופלמת,יש לה הסמכה ופלפל הרג אותו (7),7,דוד זהבי,612
טקסטורה,אפשר למשש את מה שעל ויצמן לומר (7),7,דוד זהבי,612
דוממנו,הוא הביא שנים וכבינו את המנוע (6),6,דוד זהבי,612
מורגש,אפשר לשים לב ששוב שלחו אותם (5),5,דוד זהבי,612
ביליונ,אני כולל עיר צרפתית? זה המון! (6),6,דוד זהבי,612
התרתנדרימ,"האם חפשתן גרים בימים הנוראים? (4, 5)",9,דוד זהבי,612
יאיר,ראה/י 22 מאונך,4,דוד זהבי,612
מיכמונויודע,"לנו מכולם ממש ברור, גרנט כמו אחד באינפורמציה (2, 5, 4)",11,דוד זהבי,612
אריהגולנ,"העיתונאי האורגינל (4, 4)",8,אודי הרשקוביץ,613
המונ,"תישן בעמידה על הראש, והרבה (4)",4,אודי הרשקוביץ,613
לוסאלמוס,"אם החיה טרפה קצין בארצות הברית (3, 5)",8,אודי הרשקוביץ,613
רפרטואר,בר אור שוב ערבב את האוסף (7),7,אודי הרשקוביץ,613
אדהוק,"הבל פיו של הפיראט נוצר לצורך מסויים בלבד (2, 3)",5,אודי הרשקוביץ,613
אדר,עץ חדש (3),3,אודי הרשקוביץ,613
נפטונ,אל תשים גנרל אחרי הכשלון (5),5,אודי הרשקוביץ,613
קסיופאה,חברה על הראש או בשמים? (7),7,אודי הרשקוביץ,613
נדמהלהמ,"חושבים שהיא הפסיקה להרעיש רק בשבילם (4, 3)",7,אודי הרשקוביץ,613
סאבפריימ,"פריסאים שחוו משבר (3, 5) (מ)",8,אודי הרשקוביץ,613
שואפלאפס,"סתם נס ישר לא שווה כמעט כלום (4, 4)",8,אודי הרשקוביץ,613
קונסולה,צירה גם למשחקים (7),7,אודי הרשקוביץ,613
התנזר,אל תתקרב לטורף הזה אם הוא אינו מוכר (5),5,אודי הרשקוביץ,613
מגהול,פרי הגולם (5),5,אודי הרשקוביץ,613
יורט,הפילו את האוהל (4),4,אודי הרשקוביץ,613
רגי,"עם 8 מאוזן. הכדורסלן ברר בשבילי על מטוס חוזר (3, 4)",3,אודי הרשקוביץ,613
נשאהאתרגליה,"הלכה מכאן והתחתנה עם תרצה מאור (4, 2, 5)",11,אודי הרשקוביץ,613
מילר,ראה/י 24 מאונך,4,אודי הרשקוביץ,613
טורדהפרנס,"מעצבן את זה שנותן כסף לתחרות (3, 2, 4)",9,אודי הרשקוביץ,613
אונקיה,שוב ירכשו משהו בחמישית משקל (6),6,אודי הרשקוביץ,613
נקניק,שוב הרוצח נמצא סביב הבית? אי אפשר לסמוך עליו (אבל אפשר לאכול אותו) (5),5,אודי הרשקוביץ,613
אומאמי,המוסד פרס טעם (6) (מ),6,אודי הרשקוביץ,613
שלמנאסר,המלך כולו נכלא (7),7,אודי הרשקוביץ,613
קסנופונ,ההיסטוריון שוב צריך נס בשביל לקבל הנחה בחוץ (7),7,אודי הרשקוביץ,613
לומבגו,זה כואב כשתוקעים מוט בפנים (6),6,אודי הרשקוביץ,613
מנהרה,"מזרחה, מתחת למשהו אחר (5)",5,אודי הרשקוביץ,613
לומייר,האחים של רמי לוי (6),6,אודי הרשקוביץ,613
יהודהברקנ,"השחקן נמצא איתן בין עיר לבית (5, 4)",9,אודי הרשקוביץ,613
פושר,דוחף באמצע (4),4,אודי הרשקוביץ,613
טומיהילפיגר,"לפיד ובני מאחור, איזה בגדים יש להם? (4, 7)",11,אודי הרשקוביץ,613
שמשהעמימ,"זגוגית ומקוה מים ודיקטטור (3, 5)",8,דוד זהבי,614
מסתמ,כמה חומר יש להם בפקק? (4),4,דוד זהבי,614
למהומדוע,"נסיון לזהות את הבגד שלו בפה מעורר תהיה כפולה (3, 5)",8,דוד זהבי,614
כתיבמלא,"מכתי לא (מ) (4, 3)",7,דוד זהבי,614
מטריד,נצחון לו וזה לא נעים (5),5,דוד זהבי,614
רדפ,נסה לתפוס 400 עמודים (3),3,דוד זהבי,614
חוצפה,"לא מתנהגים כך, אנחנו לא בפנים! (5)",5,דוד זהבי,614
וגופיות,ראה/י 13 מאונך,7,דוד זהבי,614
